OverallQual,ExterQual,KitchenQual,GarageCars,GrLivArea,BsmtQual,GarageArea,1stFlrSF,fe_Age,GarageFinish,FireplaceQu,FullBath,Foundation_PConc,TotRmsAbvGrd,HeatingQC,Neighborhood_NridgHt,MasVnrType_None,GarageType_Detchd,GarageType_Attchd,MSSubClass_60,Foundation_CBlock,BsmtFinType1,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_Stone,LotShape,MSZoning_RM,Neighborhood_NoRidge,MasVnrType_BrkFace,Neighborhood_StoneBr,SalePrice
4,3,3,1.0,1788.0,4,304.0,1104.0,63,2,4,1,0,8,5,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,161500
6,3,4,2.0,1344.0,4,525.0,1344.0,62,3,5,1,0,7,4,0,0,0,0,0,1,7,0,0,0,3,0,0,1,0,137500
5,3,2,0.0,2256.0,4,465.10199881023215,1128.0,110,1,1,2,0,12,2,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,76500
6,4,3,2.0,2060.0,5,521.0,1164.0,32,2,4,2,1,8,3,0,0,0,1,1,0,7,0,0,0,3,0,0,1,0,211000
6,4,4,2.0,1337.0,5,511.0,1337.0,22,4,1,2,1,5,5,0,1,0,1,0,0,7,0,0,0,4,0,0,0,0,181000
6,3,3,2.0,1165.0,4,490.0,1165.0,54,3,1,1,0,6,3,0,0,0,1,0,1,4,0,0,0,4,0,0,1,0,174900
5,3,3,2.0,1320.0,4,564.0,1320.0,54,3,3,1,0,6,5,0,0,0,1,0,1,3,1,1,0,3,0,0,1,0,164500
7,4,4,2.0,1535.0,5,532.0,1535.0,16,3,1,2,1,7,5,1,0,0,1,0,0,7,1,1,0,3,0,0,1,0,214000
7,3,3,2.0,2044.0,5,489.0,1277.0,40,2,4,2,0,7,3,0,0,0,1,1,1,2,0,0,0,4,0,0,1,0,185000
4,3,3,1.0,1136.0,4,336.0,624.0,91,2,1,1,1,6,5,0,1,1,0,0,0,5,0,0,0,4,1,0,0,0,123000
6,3,4,2.0,1299.0,5,486.0,1299.0,41,3,2,2,0,5,3,0,1,0,0,0,1,7,0,0,0,3,0,0,0,0,183500
8,4,4,2.0,1441.0,5,492.0,764.0,21,2,1,2,1,5,5,0,0,1,0,0,0,2,0,0,0,4,0,0,1,0,174000
5,3,3,2.0,1630.0,4,649.0,1630.0,67,2,4,2,0,6,3,0,1,1,0,0,1,4,0,0,0,3,0,0,0,0,130000
7,3,5,2.0,1641.0,4,546.0,832.0,95,2,5,1,0,6,5,0,1,1,0,0,0,3,0,0,0,4,1,0,0,0,178000
5,3,3,2.0,1629.0,5,482.0,928.0,23,4,4,2,1,6,4,0,1,0,1,1,0,7,1,1,0,3,0,0,0,0,189900
6,4,4,2.0,848.0,5,420.0,848.0,17,4,1,1,1,4,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,144000
6,4,3,1.0,816.0,4,432.0,816.0,90,2,1,1,0,5,5,0,1,1,0,0,0,6,0,0,0,4,1,0,0,0,120500
5,3,3,2.0,1097.0,5,672.0,1097.0,26,2,1,1,1,6,5,0,1,0,1,0,0,2,1,1,0,4,0,0,0,0,145000
8,4,5,2.0,1652.0,5,499.0,1652.0,20,3,1,2,1,6,5,0,1,0,1,0,0,7,0,0,0,4,0,0,0,1,251000
4,3,3,0.0,1768.0,4,465.10199881023215,1768.0,52,1,1,2,0,8,3,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,136500
4,3,3,0.0,1152.0,1,465.10199881023215,1152.0,65,1,1,2,0,6,3,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,82500
2,2,3,1.0,810.0,1,280.0,810.0,110,2,1,1,0,4,3,0,1,1,0,0,1,1,0,0,0,4,0,0,0,0,57625
7,4,4,2.0,1358.0,5,484.0,1358.0,13,3,5,2,1,6,5,1,0,0,1,0,0,7,1,1,1,3,0,0,0,0,212500
6,3,3,2.0,1216.0,6,402.0,1216.0,22,2,1,2,1,5,5,0,0,0,1,0,0,7,1,1,0,4,1,0,1,0,164000
6,3,4,1.0,1638.0,4,384.0,967.0,63,2,1,2,0,6,4,0,0,1,0,0,1,2,0,0,0,4,1,0,1,0,139000
7,4,4,2.0,1252.0,5,462.0,624.0,21,2,1,2,1,4,5,0,0,1,0,0,0,5,0,0,0,4,0,0,1,0,160000
5,3,3,2.0,883.0,5,698.0,883.0,28,2,3,1,1,5,3,0,1,1,0,0,0,7,0,0,0,4,0,0,0,0,149000
5,3,3,1.0,874.0,4,288.0,874.0,52,3,1,1,0,5,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,130000
7,3,3,2.0,1710.0,4,480.0,902.0,99,2,1,2,0,9,4,0,1,1,0,0,0,2,0,0,0,3,1,0,0,0,140000
8,4,4,2.0,1836.0,5,517.0,1836.0,12,4,5,2,1,8,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,264500
5,3,3,1.0,1092.0,4,299.0,1092.0,63,4,4,1,0,6,3,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,141000
7,4,4,2.0,1241.0,5,569.0,1241.0,14,4,1,1,1,4,5,0,1,0,1,0,0,7,1,1,0,3,0,0,0,0,199900
6,3,3,2.0,1334.0,5,630.0,1334.0,43,3,4,2,0,6,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,167900
6,3,4,2.0,1429.0,4,572.0,1429.0,60,2,5,1,0,7,5,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,181900
8,4,4,2.0,1566.0,5,750.0,1566.0,12,3,1,2,1,7,5,0,0,0,1,0,0,7,1,1,1,4,0,0,0,0,262500
7,3,4,2.0,2288.0,5,520.0,1316.0,43,3,4,1,1,8,5,0,0,0,1,1,0,7,0,0,0,3,0,0,1,0,230000
9,4,4,2.0,1709.0,6,506.0,1709.0,21,4,4,2,1,5,5,0,0,0,1,0,0,7,0,0,0,3,0,0,1,0,328900
8,4,4,2.0,1721.0,5,554.0,1721.0,15,3,1,2,1,7,5,1,0,0,1,0,0,7,1,1,0,3,0,0,1,0,232698
8,4,4,3.0,1254.0,5,810.0,1254.0,12,3,1,2,1,5,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,221800
5,3,4,3.0,1350.0,4,627.0,864.0,79,2,1,1,0,6,4,0,1,0,0,0,0,6,0,0,0,4,0,0,0,0,152400
7,4,4,2.0,1630.0,5,451.0,1630.0,20,2,4,2,1,6,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,213000
7,4,4,2.0,1585.0,5,449.0,831.0,15,3,1,2,1,7,5,0,0,0,1,1,0,2,1,1,0,3,0,0,1,0,184900
5,3,3,1.0,1336.0,4,375.0,1336.0,67,2,5,1,0,5,3,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,157000
5,3,3,2.0,1211.0,4,576.0,1211.0,58,2,4,1,0,6,4,0,1,1,0,0,1,5,0,0,0,3,0,0,0,0,144000
6,3,3,2.0,1353.0,5,478.0,1353.0,41,3,4,2,0,5,5,0,0,0,1,0,1,7,0,0,0,4,0,0,1,0,192350
7,3,3,2.0,1200.0,4,440.0,1200.0,54,3,4,2,0,6,5,0,0,0,1,0,1,5,0,0,0,4,0,0,1,0,163500
7,3,4,2.0,2329.0,5,514.0,1532.0,30,2,6,2,1,10,5,0,0,0,1,1,0,7,0,0,0,4,0,0,1,0,262280
7,4,4,2.0,1536.0,5,532.0,1536.0,18,3,1,2,1,7,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,214000
6,3,5,2.0,1811.0,4,470.0,1811.0,64,4,5,1,1,6,5,0,1,0,1,0,0,6,0,0,0,3,0,0,0,0,230000
7,4,4,3.0,2172.0,6,947.0,1071.0,14,3,5,2,1,9,5,1,0,0,1,1,0,2,1,1,0,4,0,0,1,0,280000
4,3,3,2.0,1073.0,4,720.0,1073.0,63,2,1,1,0,6,4,0,1,1,0,0,1,7,0,0,0,4,0,0,0,0,140000
6,3,3,2.0,1839.0,4,442.0,1051.0,54,2,4,1,0,7,3,0,0,0,1,1,1,2,0,0,0,4,0,0,1,0,155000
3,2,2,0.0,1020.0,4,465.10199881023215,1020.0,102,1,1,1,0,5,2,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,64500
6,4,4,4.0,1802.0,5,473.4268292682927,964.0,27,3,5,2,1,8,5,0,0,0,0,1,0,7,1,1,0,3,0,0,1,0,218000
5,3,3,2.0,1009.0,4,576.0,1009.0,43,2,3,2,0,6,3,0,0,1,0,0,1,6,0,1,0,4,0,0,1,0,160000
8,4,4,2.0,1338.0,5,598.0,1338.0,13,3,1,2,1,6,5,0,1,0,1,0,0,7,1,1,0,4,0,0,0,0,208900
5,3,5,2.0,1499.2985365853656,1,624.0,1164.2931707317073,61,2,5,3,0,11,3,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,284700
7,4,4,2.0,1392.0,5,540.0,703.0,13,2,1,2,1,5,5,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,146000
8,4,5,2.0,1288.0,5,500.0,1288.0,24,4,5,1,1,4,5,0,1,0,1,0,0,7,0,0,0,2,0,0,0,0,245500
6,3,3,1.0,1013.0,4,160.0,1013.0,94,2,1,1,0,6,5,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,113000
8,4,4,3.0,1782.0,6,932.0,1782.0,16,4,5,2,1,7,5,1,0,0,1,0,0,7,1,1,0,3,0,0,1,0,296000
9,4,4,3.0,1922.0,6,676.0,1922.0,15,4,5,2,1,8,5,0,0,0,1,0,0,7,1,1,1,3,0,0,0,1,377426
10,5,5,3.0,1718.0,6,786.0,1718.0,14,4,5,2,1,7,5,1,0,0,1,0,0,7,0,0,1,4,0,0,0,0,337500
10,5,5,3.0,2492.0,6,949.0,1164.2931707317073,16,4,6,2,1,8,5,1,0,0,1,0,0,7,0,0,1,3,0,0,0,0,552000
4,3,3,1.0,936.0,3,265.0,624.0,72,2,1,1,0,5,5,0,1,0,1,0,1,2,1,1,0,4,0,0,0,0,97900
6,4,4,2.0,1218.0,5,676.0,1218.0,11,4,1,2,1,4,5,0,1,0,1,0,0,7,1,1,0,3,0,0,0,0,208300
7,3,4,3.0,1820.0,5,816.0,910.0,24,2,4,2,1,8,5,0,1,0,1,1,0,2,1,1,0,4,0,0,0,0,213000
7,3,4,2.0,1724.0,5,527.0,880.0,22,4,1,2,1,8,5,0,1,0,1,1,0,2,1,1,0,3,0,0,0,0,188000
6,3,3,2.0,1336.0,4,488.0,1336.0,62,3,4,1,0,7,5,0,0,0,1,0,1,4,0,0,0,3,0,0,1,0,162000
5,3,3,1.0,1558.0,4,282.0,910.0,70,2,1,1,0,6,3,0,1,0,1,0,1,5,0,0,0,4,1,0,0,0,152000
7,4,4,2.0,1947.0,5,678.0,991.0,16,3,5,2,1,8,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,254900
7,4,4,2.0,1657.0,5,483.0,832.0,26,3,1,2,1,6,5,0,0,0,1,1,0,7,1,1,0,2,0,0,1,0,189000
7,4,4,2.0,2064.0,5,550.0,2064.0,42,4,3,2,0,7,3,0,0,0,1,0,1,7,0,0,0,3,0,0,1,0,235000
5,3,3,1.0,1164.0,4,240.0,1164.0,70,2,1,1,0,5,3,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,125000
7,3,3,1.0,836.0,5,308.0,836.0,45,2,1,1,0,4,5,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,120000
1,3,3,1.0,1600.0,1,270.0,1600.0,69,2,1,1,0,6,3,0,1,0,1,0,1,1,0,1,0,4,0,0,0,0,81500
6,3,3,0.0,816.0,5,465.10199881023215,816.0,30,1,1,1,0,5,3,0,0,0,0,0,1,7,0,0,0,4,0,0,1,0,118500
9,5,5,3.0,1766.0,6,478.0,1766.0,11,4,5,2,1,7,5,0,0,0,1,0,0,7,0,0,1,4,0,0,0,0,370878
5,3,3,3.0,2002.0,4,871.0,1001.0,71,2,1,2,0,8,3,0,1,0,0,0,1,5,0,0,0,4,0,0,0,0,145000
7,4,4,2.0,1954.0,4,431.0,1137.0,81,2,4,1,0,8,5,0,0,0,1,0,1,5,1,1,0,3,0,0,1,0,311500
7,4,4,2.0,1364.0,5,437.0,1364.0,14,4,5,2,1,6,5,0,0,0,1,0,0,7,1,1,0,4,0,0,1,0,210250
7,4,4,2.0,1861.0,5,492.0,920.0,18,3,1,2,1,8,5,0,1,0,0,1,0,7,1,1,0,3,0,0,0,0,200000
5,3,4,2.0,1734.0,1,539.0,1302.0,43,2,1,2,0,8,3,0,1,0,1,0,1,1,0,0,0,4,0,0,0,0,126000
4,4,3,1.0,1039.0,3,281.0,717.0,120,2,1,1,0,6,4,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,114000
4,4,4,2.0,1510.0,3,720.0,833.0,110,2,1,2,0,7,3,0,1,1,0,0,0,2,1,1,0,4,1,0,0,0,87500
8,4,5,3.0,2541.0,6,729.0,1164.0,15,4,5,3,1,10,5,0,0,0,0,1,0,7,1,1,1,3,0,0,0,1,349265
8,4,4,3.0,1512.0,5,845.0,1512.0,16,3,1,2,1,6,5,0,0,0,1,0,0,5,1,1,0,3,0,0,1,0,203000
7,4,4,2.0,1434.0,5,527.0,1434.0,19,3,4,2,1,6,5,0,1,0,1,0,0,7,1,1,0,3,0,0,0,0,189000
7,4,4,2.0,1653.0,5,628.0,812.0,17,3,1,2,1,6,5,0,1,0,1,1,0,7,1,1,0,3,0,0,0,0,209000
6,3,5,1.0,2007.0,3,357.0,1090.0,120,2,1,2,0,8,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,160000
5,3,3,2.0,1037.0,3,431.0,1037.0,46,3,1,1,0,5,3,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,129000
5,3,3,2.0,1389.0,5,418.0,1389.0,46,3,4,1,0,6,4,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,170000
5,3,4,1.0,694.0,4,352.0,694.0,107,2,5,1,1,4,3,0,1,1,0,0,0,3,0,0,0,4,0,0,0,0,90350
6,3,3,0.0,1096.0,4,465.10199881023215,572.0,96,1,1,1,0,5,2,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,79000
5,3,3,2.0,894.0,4,552.0,894.0,48,2,1,1,1,5,3,0,1,0,1,0,0,6,1,1,0,4,0,0,0,0,149900
5,3,3,2.0,864.0,5,576.0,864.0,49,2,1,1,0,5,3,0,1,1,0,0,1,4,0,0,0,4,0,0,0,0,123000
4,3,3,3.0,1774.0,4,779.0,1095.0,120,2,1,2,0,8,2,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,87000
6,3,3,1.0,1118.0,4,358.0,1118.0,43,4,2,1,0,6,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,171000
6,3,3,1.0,1252.0,4,288.0,1032.0,70,2,1,1,0,6,3,0,1,0,1,0,1,5,1,1,0,4,0,0,0,0,119000
5,3,3,1.0,1148.0,4,672.0,1148.0,61,2,1,1,0,6,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,132500
8,3,4,1.0,1666.0,4,228.0,833.0,95,2,5,1,1,7,2,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,161000
9,4,4,3.0,1947.0,5,725.0,1366.0,19,4,4,2,1,7,5,0,0,0,0,1,0,7,1,1,0,3,0,0,1,0,274000
5,3,3,1.0,912.0,4,336.0,912.0,53,2,3,1,0,5,3,0,1,1,0,0,1,6,0,0,0,4,0,0,0,0,125000
5,3,3,0.0,1195.0,4,465.10199881023215,1195.0,74,1,1,2,0,8,3,0,1,0,0,0,1,2,0,0,0,4,0,0,0,0,98500
8,4,4,3.0,1624.0,5,757.0,1624.0,26,3,3,2,1,5,5,0,1,0,1,0,0,7,0,0,0,4,0,1,0,0,262000
5,3,3,2.0,914.0,4,444.0,914.0,41,2,1,1,0,5,3,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,134900
5,3,3,1.0,1328.0,4,308.0,1328.0,61,3,5,1,0,5,4,0,1,0,1,0,1,5,1,1,0,4,0,0,0,0,170000
6,3,3,1.0,1461.0,4,225.0,686.0,94,2,5,1,0,6,3,0,1,1,0,0,0,2,0,0,0,4,0,0,0,0,135000
6,4,4,2.0,1499.2985365853656,5,473.0,1364.0,30,3,5,2,1,9,5,0,0,0,1,1,0,6,0,0,0,3,0,1,1,0,290000
7,4,4,2.0,1258.0,5,462.0,1258.0,13,3,1,2,1,6,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,173500
5,3,5,1.0,2008.0,4,230.0,1112.0,72,2,1,3,0,8,5,0,1,0,1,0,1,7,0,0,0,4,0,0,0,0,225000
5,3,3,2.0,1187.0,4,440.0,1187.0,59,3,4,1,0,6,3,0,1,0,1,0,1,6,0,0,0,3,0,0,0,0,140500
5,3,3,1.0,990.0,5,299.0,990.0,26,2,1,1,1,5,4,0,1,0,1,0,0,7,1,1,0,4,0,0,0,0,126000
8,4,4,2.0,1586.0,5,480.0,962.0,21,2,1,2,1,7,5,0,0,1,0,0,0,7,0,0,0,4,0,0,1,0,170000
5,3,3,2.0,990.0,5,576.0,990.0,25,2,1,1,1,5,5,0,1,0,1,0,0,6,1,1,0,2,0,0,0,0,156000
5,3,3,1.0,1600.0,4,319.0,1600.0,63,3,5,1,0,6,3,0,1,0,1,0,1,5,0,0,0,3,0,0,0,0,207500
8,4,4,2.0,1792.0,5,590.0,896.0,13,4,1,2,1,8,5,0,1,0,1,1,0,7,1,1,0,4,0,0,0,0,255000
4,3,3,1.0,988.0,5,297.0,526.0,47,3,2,1,0,4,3,0,1,0,0,0,1,7,0,0,0,4,1,0,0,0,94900
5,3,3,1.0,1170.0,4,338.0,1170.0,62,3,4,1,0,6,3,0,1,0,1,0,1,4,0,0,0,4,0,0,0,0,140000
3,3,3,1.0,1376.0,4,216.0,714.0,115,2,1,1,0,7,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,96900
5,3,3,2.0,1154.0,4,480.0,1154.0,54,3,2,1,0,6,5,0,0,0,1,0,1,5,0,0,0,3,0,0,1,0,154000
8,4,4,2.0,1772.0,4,816.0,909.0,110,2,1,2,0,7,5,0,1,1,0,0,0,2,1,1,0,3,1,0,0,0,184900
10,5,5,3.0,2084.0,6,473.4268292682927,2084.0,13,4,5,2,1,7,5,1,0,0,1,0,0,7,0,0,0,4,0,0,1,0,385000
4,3,3,1.0,951.0,4,327.0,951.0,84,2,1,1,0,6,5,0,1,1,0,0,0,6,0,0,0,4,1,0,0,0,106500
8,4,4,3.0,1499.2985365853656,5,810.0,1466.0,20,3,4,2,1,10,5,0,0,0,0,1,0,7,1,1,0,4,0,1,1,0,327000
9,5,5,3.0,2490.0,6,795.0,1164.2931707317073,15,4,5,2,1,9,5,0,0,0,1,0,0,7,1,1,1,4,0,0,0,0,468000
6,3,3,1.0,1666.0,4,384.0,1204.0,93,2,1,1,0,4,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,135000
6,4,3,2.0,1141.0,5,484.0,1141.0,15,2,1,1,1,6,5,0,1,1,0,0,0,2,1,1,0,4,0,0,0,0,142500
5,3,3,2.0,1464.0,4,470.0,732.0,52,2,1,1,0,7,5,0,1,0,1,1,1,3,0,0,0,4,0,0,0,0,141000
5,3,3,0.0,1347.0,5,465.10199881023215,820.0,110,1,1,1,0,5,3,0,1,0,0,0,1,7,0,0,0,4,0,0,0,0,107500
5,3,3,1.0,1282.0,4,240.0,778.0,78,2,1,1,0,4,3,0,1,1,0,0,1,6,0,0,0,3,0,0,0,0,108500
6,3,4,2.0,1320.0,5,472.0,636.0,26,4,1,2,1,6,5,0,1,0,1,1,0,6,1,1,0,3,0,0,0,0,150000
3,3,3,0.0,936.0,3,465.10199881023215,576.0,104,1,1,1,1,6,2,0,1,0,0,0,0,2,0,0,0,4,0,0,0,0,78000
8,4,4,3.0,1580.0,5,830.0,1580.0,13,3,1,2,1,7,5,0,0,0,1,0,0,2,1,1,1,4,0,0,0,0,235128
7,3,4,2.0,1824.0,5,739.0,1824.0,49,2,4,2,0,5,3,0,0,0,1,0,1,7,0,0,1,2,0,0,0,0,302000
5,3,3,2.0,1558.0,4,440.0,1558.0,45,4,1,2,0,5,3,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,163000
3,3,3,1.0,640.0,1,240.0,640.0,75,2,1,1,0,5,3,0,1,1,0,0,1,1,1,1,0,4,0,0,0,0,84900
6,3,3,2.0,1322.0,4,440.0,855.0,46,2,3,2,0,6,3,0,1,0,1,0,1,6,0,0,0,4,0,0,0,0,147000
7,4,5,1.0,1826.0,4,164.0,916.0,105,2,5,1,1,7,5,0,1,0,1,0,0,6,0,0,0,4,1,0,0,0,155000
7,3,3,2.0,1339.0,5,484.0,1339.0,30,4,4,2,0,6,3,0,0,0,1,0,1,6,0,0,0,3,0,0,1,0,180000
4,2,2,0.0,1092.0,1,465.10199881023215,372.0,90,1,1,2,0,7,2,0,1,0,0,0,0,1,1,0,0,4,1,0,0,0,55000
7,4,4,2.0,1146.0,6,438.0,1146.0,17,4,5,2,1,6,5,0,0,0,1,0,0,7,1,1,0,3,0,0,1,0,187500
6,3,3,1.0,1125.0,4,352.0,1125.0,44,2,3,1,0,6,5,0,0,1,0,0,1,6,0,0,0,4,0,0,1,0,125000
7,4,4,1.0,2057.0,5,180.0,1020.0,84,4,5,1,0,6,4,0,1,0,1,0,1,4,0,0,0,3,0,0,0,0,250000
5,3,3,1.0,899.0,4,200.0,899.0,110,2,1,1,0,5,3,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,78000
4,3,3,0.0,1594.0,4,465.10199881023215,828.0,110,1,1,2,0,9,4,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,118000
8,5,4,3.0,1694.0,6,818.0,1694.0,13,4,1,2,1,7,5,1,0,0,1,0,0,2,1,1,0,4,0,0,1,0,318000
8,4,4,2.0,1911.0,5,471.0,1065.0,27,3,4,2,1,8,5,0,0,0,1,1,0,7,1,1,0,3,0,0,1,0,215000
4,3,3,0.0,672.0,3,465.10199881023215,672.0,95,1,1,1,0,4,3,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,72000
6,3,3,2.0,1523.0,5,478.0,1523.0,44,4,4,2,0,7,3,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,180000
6,3,3,2.0,1651.0,5,616.0,1651.0,34,4,4,2,0,7,3,0,0,0,1,0,1,6,1,0,1,3,0,0,0,0,184000
5,3,3,1.0,1041.0,4,270.0,1041.0,61,3,1,1,0,6,5,0,0,0,1,0,1,6,0,0,0,4,0,0,1,0,124500
5,3,3,2.0,1604.0,4,576.0,1604.0,62,2,1,2,0,8,3,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,135000
6,3,4,1.0,1672.0,4,240.0,1014.0,80,2,5,1,0,6,5,0,1,1,0,0,1,6,0,0,0,4,1,0,0,0,164900
7,3,3,2.0,1164.0,4,528.0,1164.0,51,2,1,1,0,6,3,0,0,0,1,0,1,2,0,0,0,4,0,0,1,0,140000
5,3,3,1.0,1041.0,4,294.0,1041.0,62,3,1,1,0,6,4,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,128000
6,3,3,2.0,1034.0,5,504.0,1034.0,42,4,2,1,0,6,5,0,0,0,0,0,1,6,0,0,0,3,0,0,0,0,153000
6,4,3,1.0,1609.0,5,228.0,825.0,110,2,1,1,0,7,5,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,127500
5,3,4,1.0,1337.0,4,264.0,1337.0,70,3,5,1,0,7,4,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,141500
8,4,4,2.0,2622.0,6,712.0,1500.0,26,3,4,2,1,9,5,0,0,0,1,1,0,7,0,0,0,3,0,1,1,0,325000
7,3,4,2.0,1594.0,5,472.0,1594.0,27,3,4,2,1,6,5,0,0,0,1,0,0,2,1,1,0,4,0,0,1,0,188500
6,4,4,2.0,1262.0,5,572.0,1262.0,14,4,1,2,1,5,4,0,0,0,1,0,0,7,1,1,1,4,0,0,0,0,185000
6,3,4,0.0,1175.0,5,465.10199881023215,1175.0,15,1,1,1,1,6,5,0,0,0,0,0,0,7,1,1,0,4,0,0,1,0,146000
6,3,5,1.0,1288.0,4,280.0,664.0,103,2,5,1,0,5,5,0,1,0,1,0,0,2,0,0,0,4,1,0,0,0,119000
5,3,3,1.0,1302.0,4,280.0,630.0,49,2,1,2,0,6,3,0,0,1,0,0,1,2,0,0,0,4,1,0,1,0,112000
8,4,4,2.0,1247.0,5,550.0,1247.0,15,4,5,1,1,4,5,0,1,0,1,0,0,7,0,0,0,3,0,0,0,0,197000
9,4,5,3.0,2589.0,6,831.0,1738.0,14,3,5,2,1,11,4,1,0,0,1,1,0,7,1,1,1,3,0,0,0,0,412083
8,4,4,3.0,1689.0,5,857.0,1689.0,18,3,5,2,1,7,5,0,0,0,1,0,0,7,0,0,0,3,0,0,1,0,271000
7,4,4,2.0,1405.0,5,478.0,1405.0,17,3,5,2,1,6,5,1,0,0,1,0,0,7,1,0,1,4,0,0,0,0,200000
7,3,4,2.0,1324.0,5,585.0,1324.0,44,4,3,2,0,5,3,0,0,0,1,0,1,7,0,0,1,3,0,0,0,0,174000
5,3,3,1.0,1377.0,4,351.0,1377.0,60,2,4,1,0,6,3,0,1,0,1,0,1,5,0,0,0,4,0,0,0,0,156500
6,4,3,2.0,1756.0,6,422.0,888.0,24,4,1,2,1,7,5,0,0,0,1,1,0,6,1,1,0,3,0,0,1,0,204000
5,3,4,1.0,1228.0,4,271.0,1228.0,54,2,1,1,0,6,4,0,1,0,1,0,1,2,0,0,0,3,0,0,0,0,149350
5,3,3,1.0,1008.0,4,275.0,1008.0,66,3,5,1,0,4,4,0,1,0,1,0,1,5,0,0,0,3,0,0,0,0,137000
7,4,4,2.0,2031.0,5,541.0,1153.0,22,4,4,2,1,8,5,0,0,0,1,1,0,6,1,1,0,3,0,0,1,0,222500
6,4,4,2.0,1504.0,5,440.0,752.0,13,4,1,2,1,6,5,0,0,0,1,1,0,2,1,1,1,3,0,0,0,0,166000
5,3,3,0.0,936.0,4,465.10199881023215,936.0,100,1,5,1,1,5,3,0,1,0,0,0,0,5,0,0,0,4,1,0,0,0,109500
4,3,3,2.0,1383.0,1,498.0,1383.0,66,2,1,1,0,6,3,0,1,0,1,0,1,1,1,1,0,3,0,0,0,0,122000
5,3,3,1.0,967.0,4,180.0,967.0,100,2,5,1,0,5,4,0,1,1,0,0,0,2,0,0,0,4,1,0,0,0,99900
8,4,4,3.0,1656.0,5,826.0,1656.0,14,3,1,2,1,7,5,0,1,0,1,0,0,7,1,1,0,4,0,0,0,0,249700
6,3,4,1.0,1152.0,4,300.0,1152.0,70,2,5,1,0,6,5,0,1,0,1,0,1,2,0,0,0,4,0,0,0,0,158500
6,3,4,0.0,1142.0,4,465.10199881023215,1142.0,15,1,1,1,1,5,5,0,1,0,0,0,0,7,1,1,0,3,0,0,0,0,139500
6,4,4,2.0,1403.0,5,470.0,1403.0,20,2,1,2,0,5,5,0,1,0,1,0,0,7,1,1,0,3,0,0,0,0,202000
5,3,3,2.0,1712.0,4,588.0,1712.0,61,4,1,2,0,8,5,0,0,0,1,0,1,3,0,0,0,4,0,0,1,0,145000
4,3,3,2.0,1258.0,5,400.0,1258.0,51,2,1,0,0,6,3,0,1,0,0,0,1,7,0,0,0,4,0,0,0,0,108959
5,3,3,2.0,1687.0,4,572.0,1687.0,72,2,4,1,0,7,3,0,1,1,0,0,1,5,0,0,0,3,0,0,0,0,160000
5,3,3,2.0,1560.0,4,484.0,1560.0,62,2,1,2,0,8,3,0,0,1,0,0,1,2,0,0,1,4,0,0,0,0,128600
