MSSubClass,MSZoning,Neighborhood,HouseStyle,Exterior1st,Exterior2nd,MasVnrType,GarageType,Foundation,LotShape,OverallQual,OverallCond,ExterQual,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageFinish,GarageCars,GrLivArea,GarageArea,1stFlrSF,YearBuilt,YearRemod/Add,FullBath,TotRmsAbvGrd,SalePrice
60,FV,Somerst,2Story,CemntBd,CmentBd,None,Attchd,PConc,4,7,5,4,5,2,5,4,5,4,3.0,1958.0,936.0,1026.0,2005,2005,2,9,250000
180,RM,MeadowV,SFoyer,CemntBd,CmentBd,None,None,CBlock,4,4,6,3,5,7,3,3,1,1,0.0,630.0,465.10199881023215,630.0,1970,1970,1,3,73000
90,RL,NAmes,2Story,VinylSd,VinylSd,None,None,CBlock,4,5,5,3,5,2,3,3,1,1,0.0,1792.0,465.10199881023215,896.0,1974,1974,2,8,136000
120,RL,NridgHt,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,9,5,5,6,7,5,5,5,3,2.0,1565.0,556.0,1565.0,2005,2005,2,6,282500
20,RL,Somerst,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,2,5,4,5,3,3.0,1595.0,880.0,1595.0,2005,2006,2,6,221500
20,RL,Crawfor,1Story,VinylSd,VinylSd,None,Attchd,PConc,2,4,5,3,5,2,4,4,1,2,2.0,1680.0,628.0,1680.0,1995,1996,2,7,170000
20,RL,NAmes,1Story,HdBoard,HdBoard,None,Attchd,CBlock,3,6,4,2,4,5,4,3,2,3,2.0,1040.0,480.0,1040.0,1967,1967,1,6,163000
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,5,3,5,4,4,3,3.0,2531.0,752.0,1328.0,1995,1995,2,9,290000
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,5,7,5,4,4,3,3.0,2538.0,933.0,1335.0,1996,1997,2,8,330000
160,RM,BrDale,2Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,6,5,3,4,5,3,3,1,2,1.0,987.0,264.0,483.0,1973,1973,1,5,111000
60,RL,CollgCr,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,2,6,5,3,5,7,5,3,4,3,2.0,1755.0,530.0,840.0,1999,1999,2,7,214000
20,RL,NAmes,1Story,MetalSd,MetalSd,BrkFace,Detchd,CBlock,3,5,6,3,4,4,3,3,1,2,2.0,1152.0,636.0,1152.0,1953,1953,1,6,137500
60,FV,Somerst,2Story,CemntBd,CmentBd,None,Attchd,PConc,4,7,5,4,5,7,5,5,6,3,2.0,1884.0,581.0,1016.0,2003,2003,2,7,240900
60,RL,NoRidge,2Story,HdBoard,HdBoard,None,Attchd,PConc,3,7,5,4,5,7,5,4,4,3,2.0,1923.0,564.0,1061.0,1992,1992,2,8,190000
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,3.0,1611.0,473.4268292682927,1611.0,2002,2002,2,6,250000
20,RL,Veenker,1Story,Plywood,Plywood,None,Attchd,CBlock,3,5,8,4,5,6,3,4,3,3,2.0,1437.0,528.0,1437.0,1976,2004,2,6,218000
60,RL,NWAmes,2Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,7,6,4,5,7,5,4,5,2,2.0,2075.0,473.0,1091.0,1993,1993,2,8,255000
20,RL,Gilbert,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,2,5,4,5,3,3.0,1670.0,690.0,1670.0,2006,2006,2,7,240000
20,RL,CollgCr,1Story,CemntBd,CmentBd,None,Attchd,PConc,3,8,5,4,5,2,5,4,1,4,3.0,2140.0,894.0,2140.0,2006,2007,2,8,360000
80,RL,NAmes,SLvl,BrkFace,BrkFace,None,Attchd,PConc,4,5,8,3,4,6,4,4,5,3,2.0,1265.0,502.0,1265.0,1965,1999,2,6,179900
50,RL,ClearCr,1.5Fin,MetalSd,MetalSd,None,None,CBlock,3,5,6,3,4,4,3,5,5,1,0.0,1499.2985365853658,465.10199881023215,1636.0,1946,1994,3,12,200500
50,RM,OldTown,1.5Fin,VinylSd,VinylSd,None,None,BrkTil,4,3,6,3,4,2,2,3,1,1,0.0,968.0,465.10199881023215,600.0,1910,1950,1,6,37900
20,RL,Timber,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,6,7,5,4,1,2,2.0,1312.0,471.0,1312.0,2001,2001,2,5,180500
90,RL,SawyerW,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,7,5,3,6,7,5,3,4,4,4.0,1499.2985365853658,820.0,1168.0,2000,2000,4,8,269500
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,7,5,4,5,2,5,4,5,4,2.0,1733.0,433.0,847.0,2003,2003,2,7,225000
50,RM,IDOTRR,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,7,3,4,6,4,4,1,4,2.0,1215.0,720.0,720.0,1940,1950,1,6,141000
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,9,5,5,6,7,5,5,5,3,3.0,1743.0,927.0,1743.0,2008,2008,2,8,335000
20,RL,CollgCr,1Story,CemntBd,CmentBd,None,Attchd,CBlock,3,5,8,4,5,7,5,3,1,2,1.0,1026.0,308.0,1026.0,1977,2004,1,5,150000
20,RL,Veenker,1Story,WdShing,Wd Shng,None,Attchd,CBlock,3,9,5,4,6,7,4,4,5,4,3.0,1842.0,894.0,1842.0,1981,1987,0,5,385000
60,RL,NAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,7,6,3,4,5,3,3,3,2,2.0,1986.0,486.0,1186.0,1965,1990,2,7,205000
20,RL,CollgCr,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,7,5,4,5,7,5,4,1,3,2.0,1208.0,632.0,1208.0,2006,2006,2,6,206000
20,RL,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1422.0,626.0,1422.0,2004,2004,2,7,179600
20,RL,Edwards,1Story,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,4,5,3,3,3,3,3,1,2,2.0,1220.0,396.0,1220.0,1951,1951,1,6,102000
20,RL,NWAmes,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,5,6,3,5,6,3,5,1,3,2.0,1126.0,540.0,1126.0,1977,1977,2,6,175000
20,RL,NAmes,1Story,Wd Sdng,VinylSd,None,Attchd,CBlock,4,5,5,3,4,4,4,3,1,2,2.0,1384.0,896.0,1384.0,1956,2001,1,6,159000
20,RL,Edwards,1Story,HdBoard,Plywood,BrkFace,Detchd,CBlock,4,6,6,3,4,5,3,3,2,2,2.0,1127.0,480.0,1127.0,1976,1976,1,6,135000
50,RL,Edwards,1.5Fin,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,6,4,3,4,4,4,3,1,2,1.0,1855.0,325.0,1216.0,1954,1972,2,7,136900
20,RL,Sawyer,1Story,HdBoard,Plywood,None,Attchd,CBlock,4,5,7,3,4,5,3,3,4,2,1.0,1236.0,288.0,1236.0,1961,1994,1,6,135000
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,5,3,3.0,2365.0,856.0,1268.0,1999,1999,2,8,337000
60,RL,NWAmes,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,6,7,3,4,5,3,4,5,2,2.0,1499.2985365853658,619.0,1512.0,1968,1984,2,9,250000
60,RL,NWAmes,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,8,5,4,5,7,5,4,5,3,3.0,2340.0,787.0,1236.0,1996,1996,2,9,306000
90,RL,Edwards,1Story,Plywood,Plywood,None,None,CBlock,4,5,5,3,5,7,3,3,1,1,0.0,1200.0,465.10199881023215,1200.0,1987,1988,3,5,179000
160,FV,Somerst,2Story,VinylSd,VinylSd,None,Detchd,PConc,4,7,5,4,5,2,5,4,1,2,2.0,1392.0,540.0,703.0,2007,2007,2,5,146000
50,RM,IDOTRR,1.5Fin,MetalSd,MetalSd,None,Detchd,CBlock,4,6,5,3,4,3,4,3,5,2,2.0,2180.0,720.0,1138.0,1915,1950,1,7,161000
20,RL,NWAmes,1Story,Plywood,Plywood,BrkFace,Attchd,PConc,3,6,7,3,4,6,4,4,4,3,2.0,1610.0,480.0,1610.0,1977,2001,2,6,205000
120,RL,Timber,1Story,VinylSd,VinylSd,BrkFace,Attchd,CBlock,3,7,6,4,5,7,4,4,4,4,2.0,1501.0,512.0,1501.0,1986,1986,2,6,241500
20,RL,Sawyer,1Story,VinylSd,VinylSd,BrkCmn,Attchd,CBlock,4,4,5,3,4,4,4,3,1,2,1.0,1029.0,261.0,1029.0,1961,1961,1,5,118500
80,RL,ClearCr,SLvl,Wd Sdng,ImStucc,BrkFace,BuiltIn,CBlock,3,5,4,3,4,5,5,4,1,2,1.0,1352.0,288.0,1352.0,1958,1958,1,6,130000
30,RM,OldTown,1Story,VinylSd,VinylSd,Stone,Detchd,CBlock,4,5,8,3,4,2,5,3,5,2,2.0,1072.0,379.0,1072.0,1940,1950,1,5,130000
60,RL,StoneBr,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,10,5,5,6,7,5,5,5,3,3.0,1499.2985365853658,736.0,1850.0,2006,2006,2,11,535000
20,RL,Sawyer,1Story,VinylSd,VinylSd,BrkFace,Attchd,CBlock,4,5,6,3,4,3,4,3,1,2,1.0,912.0,252.0,912.0,1962,1962,1,6,123000
90,RL,Edwards,1Story,AsbShng,Plywood,None,None,PConc,4,4,5,3,1,1,3,3,1,1,0.0,1152.0,465.10199881023215,1152.0,1955,1955,2,6,82000
75,RM,OldTown,2Story,Wd Sdng,Wd Shng,None,Detchd,BrkTil,4,7,8,3,4,5,5,3,1,2,1.0,1450.0,288.0,730.0,1920,1965,1,7,132000
30,RL,OldTown,1Story,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,6,3,4,2,5,3,1,2,1.0,1073.0,326.0,1073.0,1921,1968,1,4,108480
20,RL,Sawyer,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,5,5,3,4,5,3,3,4,2,2.0,1458.0,512.0,1458.0,1967,1967,1,7,165000
20,RL,SawyerW,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,2,5,4,1,3,2.0,1486.0,566.0,1486.0,2006,2006,2,7,181000
80,RL,Sawyer,SLvl,HdBoard,HdBoard,None,Attchd,CBlock,4,5,5,3,4,2,3,3,4,2,1.0,1774.0,384.0,904.0,1961,1961,2,8,165000
50,RL,Mitchel,1.5Fin,HdBoard,HdBoard,None,Attchd,CBlock,3,5,5,3,4,5,3,3,1,4,1.0,1479.0,275.0,864.0,1969,1969,2,8,161000
20,RL,Somerst,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,8,5,4,5,2,5,4,1,4,2.0,1504.0,510.0,1504.0,2006,2006,2,7,199000
60,RL,Timber,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,7,5,4,5,7,5,4,5,4,2.0,1894.0,510.0,824.0,2002,2003,2,8,214900
20,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,8,5,4,5,7,5,4,1,3,2.0,1278.0,584.0,1278.0,2006,2006,2,5,198600
60,RL,NoRidge,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,8,5,4,5,2,4,4,4,4,2.0,2263.0,420.0,1165.0,1998,1998,2,10,258000
90,RL,SawyerW,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,7,5,3,6,7,5,3,4,4,4.0,1499.2985365853658,820.0,1168.0,2000,2000,4,8,269500
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,4,7,5,4,5,2,5,4,5,4,2.0,1414.0,403.0,707.0,2002,2002,2,6,176000
80,RL,NAmes,SLvl,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,7,3,5,3,5,4,1,3,1.0,1302.0,309.0,1302.0,1964,1991,2,7,158000
80,RL,Gilbert,SLvl,VinylSd,VinylSd,None,BuiltIn,PConc,4,8,5,4,5,7,5,4,4,4,2.0,1419.0,527.0,779.0,2002,2002,2,7,184100
20,RL,NWAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,6,5,3,4,6,3,3,4,2,2.0,1220.0,944.0,1220.0,1971,1971,2,6,170000
80,RL,Crawfor,SLvl,VinylSd,VinylSd,BrkFace,BuiltIn,CBlock,3,6,6,3,4,6,4,3,4,4,2.0,1982.0,501.0,1182.0,1986,1986,2,6,208000
120,RM,CollgCr,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,6,5,4,5,7,5,4,1,4,2.0,848.0,420.0,848.0,2003,2003,1,4,140000
120,RM,Crawfor,1Story,CemntBd,CmentBd,Stone,Attchd,PConc,3,8,5,5,6,7,5,5,5,4,2.0,1648.0,482.0,1648.0,2007,2008,2,5,230000
120,RL,StoneBr,1Story,HdBoard,HdBoard,None,Attchd,PConc,3,8,5,4,5,7,4,4,4,3,2.0,1337.0,462.0,1337.0,1989,1989,2,5,188500
50,RL,Crawfor,1.5Fin,Wd Sdng,Wd Sdng,None,Attchd,CBlock,4,5,6,3,5,5,3,3,5,2,1.0,1717.0,410.0,1125.0,1940,1950,1,7,194000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,5,5,3,4,4,4,3,1,3,1.0,1104.0,384.0,1104.0,1956,1958,1,5,133000
20,RL,CollgCr,1Story,MetalSd,MetalSd,BrkFace,Attchd,BrkTil,3,5,5,3,5,7,3,3,1,2,1.0,907.0,343.0,907.0,1978,1978,1,5,140000
60,RL,CollgCr,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,1,3,2.0,1652.0,532.0,782.0,2000,2000,2,6,207500
60,RL,NWAmes,2Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,6,7,3,4,2,4,4,4,3,2.0,1499.2985365853658,515.0,1271.0,1967,1997,2,8,256900
50,RL,OldTown,1.5Fin,MetalSd,MetalSd,None,Detchd,CBlock,4,5,6,3,4,2,4,3,1,2,1.0,1034.0,240.0,735.0,1940,1950,1,5,109000
90,RL,SawyerW,1Story,HdBoard,HdBoard,None,Attchd,Slab,4,5,5,3,1,1,3,3,1,2,2.0,1513.0,400.0,1513.0,1979,1979,2,8,113722
20,RL,CollgCr,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,8,5,4,6,7,5,4,5,4,3.0,1498.0,844.0,1498.0,2005,2006,2,7,237000
20,RL,NAmes,1Story,MetalSd,MetalSd,None,2Types,CBlock,4,5,7,3,4,6,4,4,1,3,2.0,1053.0,692.0,1053.0,1963,1963,1,6,142100
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,Stone,Attchd,CBlock,3,6,5,3,4,5,4,3,1,3,2.0,1293.0,452.0,1293.0,1954,1954,2,5,149900
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,9,5,5,6,7,5,5,5,3,3.0,2020.0,896.0,2020.0,2008,2008,2,7,404000
60,RL,NAmes,2Story,Plywood,Plywood,None,Attchd,CBlock,3,7,8,3,4,6,3,3,5,3,2.0,2448.0,441.0,1900.0,1962,1998,3,9,277500
60,RL,SawyerW,2Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,6,5,4,5,2,3,4,4,4,2.0,1732.0,476.0,977.0,1985,1985,2,7,178000
120,RL,NridgHt,1Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,4,8,5,4,5,7,5,4,5,4,2.0,1324.0,550.0,1324.0,2006,2006,2,6,254000
30,RM,OldTown,1Story,AsbShng,AsbShng,None,Detchd,BrkTil,4,2,2,3,3,2,3,3,5,2,2.0,832.0,780.0,832.0,1923,1970,1,5,12789
20,RL,Gilbert,1Story,HdBoard,HdBoard,BrkFace,Attchd,PConc,4,7,5,3,5,2,4,3,4,4,2.0,1253.0,402.0,1253.0,1995,1996,2,6,176000
60,RL,NridgHt,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,9,5,3,6,2,5,4,1,3,3.0,2596.0,840.0,1249.0,2006,2006,3,9,342643
20,RL,Sawyer,1Story,HdBoard,Wd Sdng,BrkFace,Attchd,CBlock,3,5,6,3,4,7,3,3,1,2,1.0,902.0,288.0,902.0,1967,1967,1,6,125500
20,RL,Timber,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,3,6,5,3,5,2,5,3,4,2,2.0,1495.0,438.0,1495.0,1989,1989,2,8,150000
20,FV,Somerst,1Story,CemntBd,CmentBd,None,Attchd,PConc,4,8,5,5,5,2,5,5,5,4,2.0,1584.0,594.0,1584.0,2007,2007,2,6,261329
20,RL,SawyerW,1Story,VinylSd,VinylSd,BrkFace,None,PConc,4,7,5,3,5,7,5,4,1,1,0.0,1080.0,465.10199881023215,1080.0,2004,2005,1,6,141000
20,RL,NAmes,1Story,VinylSd,VinylSd,None,Attchd,CBlock,4,4,6,3,4,5,4,3,3,4,1.0,1647.0,280.0,1647.0,1953,1953,1,6,153000
120,RL,Blmngtn,1Story,WdShing,Wd Shng,BrkFace,Attchd,PConc,4,7,5,4,6,2,5,4,5,4,3.0,1258.0,648.0,1258.0,2006,2007,2,6,172500
70,RL,BrkSide,2Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,7,3,4,2,5,3,1,2,1.0,1396.0,384.0,698.0,1915,2003,1,7,153575
30,C (all),IDOTRR,1Story,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,9,4,4,6,5,4,1,2,1.0,1001.0,216.0,1001.0,1930,2007,1,5,124900
20,RL,NridgHt,1Story,CemntBd,CmentBd,BrkFace,Attchd,PConc,4,9,5,5,6,2,5,5,6,4,3.0,2121.0,732.0,2121.0,2006,2007,2,8,415298
50,RM,OldTown,1.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,4,6,6,2,4,2,5,3,1,2,1.0,1480.0,207.0,1044.0,1920,1950,1,6,119000
20,RL,Somerst,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,8,5,4,5,2,5,4,5,3,3.0,1588.0,825.0,1588.0,2006,2006,2,7,227000
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,3,5,7,4,4,6,5,4,1,3,1.0,1053.0,312.0,1053.0,1959,2006,1,5,145500
30,RM,OldTown,1Story,AsbShng,AsbShng,None,Detchd,BrkTil,4,3,5,3,3,3,3,3,1,2,1.0,492.0,200.0,492.0,1921,1950,1,3,61500
20,RL,NAmes,1Story,HdBoard,HdBoard,BrkFace,Attchd,CBlock,4,7,6,3,4,2,4,3,4,4,2.0,1851.0,506.0,1851.0,1969,1969,2,8,192100
190,RM,IDOTRR,2Story,MetalSd,MetalSd,None,Detchd,CBlock,4,6,7,3,4,4,5,3,1,2,1.0,1403.0,308.0,754.0,1915,1965,1,7,116000
80,RL,NAmes,SLvl,VinylSd,VinylSd,BrkFace,Attchd,CBlock,4,6,8,3,4,7,5,3,1,3,1.0,1138.0,264.0,1138.0,1958,1958,1,6,145000
20,RL,NridgHt,1Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,9,5,4,6,7,5,5,5,4,3.0,2452.0,886.0,1164.2931707317073,2003,2003,2,10,445000
20,RL,CollgCr,1Story,HdBoard,HdBoard,None,Detchd,CBlock,3,5,7,3,5,3,3,4,1,2,2.0,1040.0,484.0,1040.0,1977,2008,2,5,150500
60,RL,Gilbert,2Story,HdBoard,HdBoard,None,Attchd,PConc,3,6,5,3,5,2,4,3,4,4,2.0,1655.0,440.0,763.0,1993,1994,2,7,175900
20,RL,NWAmes,1Story,Plywood,Plywood,BrkFace,Attchd,CBlock,4,6,6,3,4,6,5,3,4,3,2.0,1116.0,528.0,1116.0,1974,1974,2,6,167900
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,BuiltIn,PConc,3,7,5,4,5,2,5,4,5,4,3.0,1863.0,660.0,879.0,2006,2006,2,9,219210
60,RL,SawyerW,2Story,Wd Sdng,Wd Sdng,None,Attchd,PConc,4,6,5,4,5,2,5,4,4,3,2.0,1845.0,462.0,1055.0,1992,1992,2,8,189000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Attchd,CBlock,4,5,4,3,4,6,3,3,5,3,1.0,1176.0,292.0,1176.0,1957,1957,1,6,136500
20,RL,Sawyer,1Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,4,5,7,3,4,5,5,4,1,2,1.0,892.0,416.0,892.0,1966,2008,1,5,137900
30,RM,OldTown,1Story,MetalSd,Stucco,None,Detchd,BrkTil,4,5,4,3,4,6,3,3,1,2,1.0,1022.0,280.0,1022.0,1910,2006,1,4,85000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,BrkFace,Detchd,CBlock,4,5,3,3,4,3,3,3,1,2,2.0,2136.0,528.0,2136.0,1951,1951,2,7,137900
60,RL,Gilbert,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,3,5,7,5,3,1,4,2.0,1604.0,472.0,926.0,1998,1998,2,7,195500
70,RL,SWISU,2Story,Wd Sdng,Wd Sdng,None,Detchd,PConc,4,6,4,3,5,2,3,2,1,2,1.0,1647.0,216.0,841.0,1915,1950,1,6,128000
20,RL,Sawyer,1Story,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,5,8,3,4,6,5,4,4,2,1.0,864.0,420.0,864.0,1961,2007,1,5,135000
20,RL,CollgCr,1Story,HdBoard,HdBoard,BrkFace,Detchd,CBlock,3,5,6,3,4,6,3,3,3,2,2.0,1076.0,576.0,1076.0,1975,1975,1,5,143195
40,RM,BrkSide,1Story,VinylSd,VinylSd,None,Detchd,BrkTil,4,5,6,3,4,2,3,3,1,2,1.0,935.0,308.0,779.0,1930,1960,1,4,79500
60,RL,SawyerW,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,4,7,5,4,5,2,5,4,1,3,2.0,1663.0,478.0,835.0,2003,2004,2,8,192500
50,RM,OldTown,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,5,7,3,4,5,3,3,1,2,1.0,1328.0,308.0,768.0,1950,1970,1,6,129500
60,RL,Gilbert,2Story,MetalSd,MetalSd,None,BuiltIn,PConc,3,6,5,3,5,2,4,3,4,4,2.0,1572.0,373.0,806.0,1995,1996,2,7,168000
50,RM,BrkSide,1.5Fin,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,6,5,3,4,3,5,3,5,2,1.0,1342.0,240.0,874.0,1939,1950,2,7,105000
20,RL,NAmes,1Story,Plywood,Plywood,None,Detchd,CBlock,3,6,5,3,4,6,3,3,1,2,2.0,981.0,576.0,981.0,1971,1971,1,5,143250
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Attchd,PConc,4,5,6,3,5,2,5,4,1,2,1.0,1099.0,352.0,1099.0,1995,2006,1,6,144000
60,RL,SawyerW,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,7,5,4,5,7,5,4,3,3,2.0,2110.0,463.0,1222.0,1994,2002,2,8,205000
85,RL,Mitchel,SFoyer,Plywood,Plywood,None,Attchd,CBlock,3,6,6,3,5,6,3,3,2,2,2.0,1026.0,528.0,1026.0,1974,1974,1,5,143000
120,FV,Somerst,1Story,VinylSd,VinylSd,None,Attchd,PConc,3,9,5,4,6,7,5,5,4,4,2.0,1419.0,588.0,1419.0,2001,2001,1,5,290000
20,RL,NridgHt,1Story,VinylSd,VinylSd,Stone,Attchd,PConc,3,9,5,5,6,7,5,5,5,4,3.0,2364.0,820.0,1164.2931707317073,2009,2010,2,11,611657
20,RL,CollgCr,1Story,VinylSd,VinylSd,None,Detchd,PConc,2,5,5,3,5,7,4,4,1,2,2.0,1040.0,576.0,1040.0,1996,1996,1,6,152000
120,RL,StoneBr,1Story,HdBoard,HdBoard,None,Attchd,PConc,3,8,5,4,5,6,5,4,1,3,2.0,1280.0,506.0,1280.0,1992,1992,2,5,191500
60,RL,NridgHt,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,8,5,4,6,2,5,4,5,3,3.0,2473.0,852.0,1143.0,2004,2005,2,9,317000
50,RL,Sawyer,1.5Fin,Wd Sdng,Wd Sdng,None,Attchd,BrkTil,4,7,8,3,4,6,5,4,5,2,1.0,1302.0,224.0,798.0,1940,1998,1,6,165250
20,RL,Edwards,1Story,HdBoard,HdBoard,None,Attchd,CBlock,4,5,5,3,4,4,3,3,1,2,1.0,1092.0,264.0,1092.0,1966,1966,1,6,123000
20,RL,Sawyer,1Story,HdBoard,HdBoard,None,Attchd,CBlock,4,6,8,3,4,7,3,3,4,2,2.0,1188.0,621.0,1188.0,1956,1956,1,4,185000
20,RL,NAmes,1Story,Wd Sdng,Wd Sdng,None,Detchd,CBlock,4,7,6,3,4,3,4,3,1,2,2.0,1045.0,528.0,1045.0,1962,1962,1,6,120000
20,RL,NWAmes,1Story,HdBoard,HdBoard,None,Attchd,CBlock,3,6,7,3,4,6,4,3,3,3,2.0,1093.0,484.0,1093.0,1966,1966,2,6,158500
60,RL,SawyerW,2Story,VinylSd,VinylSd,None,Attchd,PConc,3,6,5,4,5,2,5,4,1,3,2.0,1640.0,520.0,798.0,2004,2004,2,6,173000
90,RL,NAmes,1Story,HdBoard,HdBoard,None,CarPort,Slab,4,4,5,3,1,1,3,3,1,2,2.0,1224.0,462.0,1224.0,1962,1962,2,6,101800
70,RL,SWISU,2Story,Wd Sdng,Wd Sdng,None,Detchd,PConc,4,7,9,4,5,6,5,4,1,3,2.0,1135.0,576.0,575.0,1936,2007,1,6,155000
30,RL,OldTown,1Story,MetalSd,MetalSd,None,Detchd,BrkTil,4,5,7,3,4,2,5,5,1,2,1.0,1078.0,264.0,1078.0,1925,1950,1,6,125000
20,RM,OldTown,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,4,6,3,1,1,4,3,1,2,1.0,968.0,331.0,968.0,1956,1956,1,5,104500
60,RL,NridgHt,2Story,VinylSd,VinylSd,Stone,Attchd,PConc,4,9,5,4,6,7,5,5,5,4,3.0,2224.0,738.0,1462.0,2004,2005,2,10,350000
90,RL,NAmes,1Story,Stucco,Stone,None,Detchd,CBlock,4,3,4,3,1,1,4,3,1,2,2.0,1040.0,400.0,1040.0,1950,1950,2,6,93500
60,RL,CollgCr,2Story,VinylSd,VinylSd,BrkFace,Attchd,PConc,3,7,5,4,5,7,5,4,1,3,2.0,1790.0,588.0,882.0,1999,1999,2,7,193000
70,RL,Crawfor,2.5Fin,MetalSd,MetalSd,None,Detchd,BrkTil,3,6,7,3,6,2,2,3,5,4,2.0,2555.0,672.0,1423.0,1922,1994,2,11,191000
30,RM,OldTown,1Story,Wd Sdng,Wd Sdng,None,Detchd,BrkTil,4,6,8,3,4,2,5,4,1,2,1.0,813.0,270.0,813.0,1930,2005,1,5,110000
60,RL,CollgCr,2Story,VinylSd,VinylSd,BrkFace,BuiltIn,PConc,4,8,5,4,5,7,5,5,4,3,2.0,1872.0,531.0,1299.0,2001,2001,2,7,261500
20,RL,NAmes,1Story,MetalSd,MetalSd,None,Attchd,CBlock,4,5,6,3,4,4,4,3,1,2,1.0,1050.0,338.0,1050.0,1956,1956,1,5,128900
60,RL,NoRidge,2Story,MetalSd,MetalSd,BrkFace,Attchd,PConc,3,9,5,4,6,4,5,5,4,3,3.0,1499.2985365853658,959.0,1933.0,1993,1994,3,11,584500
